Tipo de dato;Agregados macroeconómicos;Niveles y tasas;Periodo;Total
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2002T2;16.454
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2002T1;16.035
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2001T4;16.11
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2001T3;15.487
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2001T2;15.105
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2001T1;15.173
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2000T4;14.866
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2000T3;14.758
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2000T2;14.924
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;2000T1;14.315
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1999T4;15.25
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1999T3;13.325
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1999T2;13.012
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1999T1;12.702
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1998T4;12.968
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1998T3;12.192
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1998T2;11.673
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1998T1;11.383
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1997T4;10.724
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1997T3;10.685
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1997T2;10.401
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1997T1;9.959
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1996T4;9.611
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1996T3;9.413
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1996T2;9.106
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1996T1;9.176
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1995T4;8.08
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1995T3;8.886
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1995T2;8.749
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Dato base;1995T1;8.435
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2021T2;0,2130
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2021T1;18,846
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2020T4;0,1449
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2020T3;468,944
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2020T2;-350,207
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2020T1;-48,776
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2019T4;-10,075
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2019T3;16,335
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2019T2;-13,808
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2019T1;0,1031
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2018T4;0,8530
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2018T3;0,8286
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2018T2;24,538
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2018T1;11,303
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2017T4;11,098
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2017T3;13,814
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2017T2;0,2830
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2017T1;0,5617
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2016T4;32,199
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2016T3;0,9876
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2016T2;26,240
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2016T1;-10,583
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2015T4;0,8152
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2015T3;0,6394
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2015T2;36,040
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2015T1;43,749
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2014T4;-17,140
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2014T3;41,628
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2014T2;-38,361
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2014T1;102,525
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2013T4;-39,926
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2013T3;-27,287
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2013T2;32,826
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2013T1;34,379
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2012T4;0,6589
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2012T3;43,016
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2012T2;0,0940
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2012T1;0,9795
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2011T4;-30,523
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2011T3;-30,166
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2011T2;-14,357
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2011T1;-18,991
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2010T4;-0,1814
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2010T3;13,933
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2010T2;15,124
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2010T1;196,348
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2009T4;178,015
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2009T3;36,620
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2009T2;-248,231
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2009T1;-54,575
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2008T4;-16,353
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2008T3;-23,556
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2008T2;-101,251
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2008T1;-55,483
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2007T4;-37,100
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2007T3;-39,790
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2007T2;-0,1569
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2007T1;-27,736
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2006T4;57,777
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2006T3;29,867
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2006T2;0,1703
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2006T1;56,382
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2005T4;19,423
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2005T3;0,5532
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2005T2;54,027
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2005T1;46,411
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2004T4;-0,3409
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2004T3;44,510
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2004T2;42,227
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2004T1;0,1406
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2003T4;69,330
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2003T3;31,692
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2003T2;13,932
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2003T1;57,318
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2002T4;-0,7545
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2002T3;30,996
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2002T2;26,130
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2002T1;-0,4655
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2001T4;40,227
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2001T3;25,290
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2001T2;-0,4482
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2001T1;20,651
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2000T4;0,7318
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2000T3;-11,123
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2000T2;42,543
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;2000T1;-61,311
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1999T4;144,465
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1999T3;24,055
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1999T2;24,406
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1999T1;-20,512
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1998T4;63,648
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1998T3;44,462
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1998T2;25,477
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1998T1;61,451
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1997T4;0,3650
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1997T3;27,305
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1997T2;44,382
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1997T1;36,209
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1996T4;21,035
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1996T3;33,714
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1996T2;-0,7629
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1996T1;135,644
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1995T4;-90,704
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1995T3;15,659
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1995T2;37,226
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación trimestral;1995T1;
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2021T2;501,988
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2021T1;-26,094
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2020T4;-90,733
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2020T3;-101,196
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2020T2;-378,135
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2020T1;-56,193
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2019T4;-0,6773
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2019T3;11,894
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2019T2;0,3881
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2019T1;42,914
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2018T4;53,615
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2018T3;56,298
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2018T2;62,089
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2018T1;39,586
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2017T4;33,742
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2017T3;55,315
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2017T2;51,216
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2017T1;75,755
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2016T4;58,425
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2016T3;33,766
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2016T2;30,202
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2016T1;40,040
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2015T4;97,152
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2015T3;69,627
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2015T2;107,074
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2015T1;27,572
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2014T4;85,438
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2014T3;60,274
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2014T2;-0,9874
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2014T1;63,422
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2013T4;-0,2308
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2013T3;46,030
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2013T2;121,632
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2013T1;87,004
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2012T4;61,169
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2012T3;22,045
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2012T2;-49,666
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2012T1;-64,190
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2011T4;-90,868
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2011T3;-63,946
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2011T2;-21,382
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2011T1;0,7889
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2010T4;229,128
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2010T3;450,562
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2010T2;483,020
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2010T1;98,277
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2009T4;-132,076
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2009T3;-275,280
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2009T2;-317,350
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2009T1;-183,884
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2008T4;-184,667
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2008T3;-201,865
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2008T2;-215,134
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2008T1;-128,083
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2007T4;-102,469
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2007T3;-14,032
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2007T2;57,494
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2007T1;60,959
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2006T4;152,752
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2006T3;110,954
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2006T2;84,702
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2006T1;141,361
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2005T4;130,588
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2005T3;105,266
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2005T2;148,109
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2005T1;135,256
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2004T4;86,430
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2004T3;165,727
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2004T2;151,421
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2004T1;120,162
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2003T4;182,704
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2003T3;97,677
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2003T2;96,937
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2003T1;110,134
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2002T4;45,065
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2002T3;95,370
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2002T2;89,308
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2002T1;56,811
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2001T4;83,681
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2001T3;49,397
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2001T2;12,128
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2001T1;59,937
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2000T4;-25,180
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2000T3;107,542
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2000T2;146,941
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;2000T1;126,988
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1999T4;175,972
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1999T3;92,930
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1999T2;114,709
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1999T1;115,875
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1998T4;209,250
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1998T3;141,039
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1998T2;122,296
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1998T1;142,986
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1997T4;115,805
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1997T3;135,132
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1997T2;142,214
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1997T1;85,331
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1996T4;189,480
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1996T3;59,307
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1996T2;40,805
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1996T1;87,848
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1995T4;
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1995T3;
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1995T2;
Datos ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;Variación anual;1995T1;
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2021T2;29.321
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2021T1;29.273
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2020T4;28.769
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2020T3;28.154
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2020T2;20.28
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2020T1;29.721
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2019T4;30.746
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2019T3;31.143
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2019T2;30.671
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2019T1;30.815
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2018T4;30.98
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2018T3;30.537
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2018T2;30.432
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2018T1;29.955
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2017T4;29.548
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2017T3;29.314
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2017T2;29.066
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2017T1;28.726
Datos ajustados de estacionalidad y calendario;Impuestos sobre los productos;Dato base;2016T4;28.343
